date,title,duration,views,likes,comments
2021-07-30 22:49:57+00:00,My NEW Hybrid Has ARRIVED!,505,179183,6856,332
2018-08-01 23:20:31+00:00,Soccer/Golf Crossbar Challenge,215,6136,199,11
2018-07-20 23:58:39+00:00,How To Juggle a Golf Ball,244,31837,808,21
2022-01-08 22:52:47+00:00,This Is The Hardest Golf Course We’ve Ever Played | Saturday Match #25,1480,248593,6414,410
2022-01-11 19:39:37+00:00,This Is The Best Golf We’ve Seen On The Channel! | 18 Hole Match | Part 2,1273,227710,6306,304
2021-09-02 01:35:06+00:00,GM GOLF | How Low Can We Score Playing Alternate Shot!?,724,115602,4878,191
2022-01-25 04:09:46+00:00,Grant & I Split Up For a 2v2 Scramble… Who Wins? | GM GOLF,1390,171959,4646,173
2020-10-22 16:45:30+00:00,Playing With WORLD’S BIGGEST GOLF TEE | GM GOLF,1030,109912,8626,452
2019-06-18 22:46:54+00:00,Playing Golf With Left Handed Clubs Upside Down,1311,253700,2794,241
2021-10-29 18:15:00+00:00,I FINALLY Beat My Record Score On 18 Holes!! | GM GOLF,734,194057,9363,456
2022-01-16 00:35:17+00:00,Can Grant Make a Comeback!? | Saturday Match #26,1123,177944,5262,267
2021-10-16 19:41:17+00:00,We Won Our First PGA Tour Pro Am Event,965,402241,12979,640
2021-04-20 17:59:43+00:00,"We Played a Golf Match For a $250,000 Prize",2298,793035,14050,1079
2021-07-17 14:31:28+00:00,GM GOLF | Can I Continue The Winning Streak?! | Saturday Match #4,1600,161380,6617,293
2021-04-09 21:16:36+00:00,INTENSE 9 Hole Stroke Play Match! | Garrett VS Micah,1596,144679,4079,510
2020-05-21 17:25:13+00:00,Playing Golf on 1 Leg | Challenge | GM GOLF,1602,94542,2552,295
2021-10-14 18:31:47+00:00,Can We Beat 2 PGA Tour Golfers On An 18 Hole Match? | Final Holes,1542,299599,15890,8049
2022-02-20 03:34:35+00:00,We Played The TPC Scottsdale Stadium Course Back 9 | Saturday Match #30 | GM GOLF,1525,319221,7712,396
2021-06-21 01:00:09+00:00,The Nicest Golf Course We’ve Ever Played! | Sunday Match #17,1178,266973,7651,469
2021-07-27 19:16:14+00:00,How Low Can We Score With A CADDIE? | 9 Hole Scramble | GM GOLF,1271,183239,5066,283
2021-07-03 22:15:20+00:00,Playing My Favorite Golf Course In Kansas! | Saturday Match #2 | Garrett VS Grant,994,136196,4154,214
2021-11-25 01:08:51+00:00,How Do We Compare To D1 College Golfers!? | Part 1 | GM GOLF,1257,190310,5520,247
2021-06-06 22:00:14+00:00,Who Breaks The Tie?! | Sunday Match #15 | Garrett VS Micah,1522,211117,8513,593
2021-09-28 16:37:27+00:00,She Teaches Me The Perfect Putting Stroke | Lesson With Claire,669,205695,5838,499
2020-10-06 17:33:43+00:00,GM GOLF | 4 Man Scramble | -8 In 6 Holes?!?,1402,227745,13004,518
2021-11-28 03:28:00+00:00,We Played a Tiger Woods Golf Course For Saturday Match #22 | GM GOLF,1540,209349,5377,478
2020-08-25 17:06:48+00:00,We Challenged 2 Random Golfers To A Match | GM GOLF,994,193400,6537,881
2021-03-04 18:34:17+00:00,The Best Golf Lesson I’ve Ever Had | Learning To Score Better! | GM GOLF,1094,208696,5615,316
